id,overall,difficulty,review_count,interest,mentions_accent,mentions_ta,hotness,scientific_age,rank,gender,race,discipline,uni_type,uni_control
54653,3.7,3.2,10,3.6,FALSE,FALSE,cold,37,Professor,F,white,Natural Sciences,r1,public
54655,4.25,2.166666667,6,4,TRUE,FALSE,cold,15,Associate Professor,M,white,Humanities,r1,public
54667,2.772727273,2,11,3.545454545,FALSE,FALSE,cold,33,Professor,F,white,Natural Sciences,r1,public
54731,3.071428571,2.714285714,7,2.285714286,FALSE,FALSE,cold,18,Associate Professor,F,white,Humanities,r1,public
54734,4.2,3.2,5,3.5,FALSE,FALSE,cold,14,Associate Professor,M,non-white,Natural Sciences,other,public
54738,3.333333333,3,6,4,FALSE,FALSE,cold,34,Professor,M,non-white,Social Sciences,r3,private
54743,4.75,2,4,4,FALSE,FALSE,cold,36,Professor,M,white,Humanities,r1,public
54747,2.428571429,3.714285714,7,3.833333333,FALSE,FALSE,cold,24,Professor,M,UNK,Engineering,r1,public
54765,5,1.8,10,3,FALSE,FALSE,cold,34,Professor,F,UNK,Humanities,r1,public
54786,3.8,3.133333333,15,3,FALSE,FALSE,cold,27,Associate Professor,M,white,Natural Sciences,r2,public
54788,4.214285714,2,7,3.857142857,FALSE,FALSE,cold,33,Professor,M,white,Humanities,r1,public
54797,1.75,3.333333333,6,2.666666667,FALSE,TRUE,cold,25,Professor,F,white,Social Sciences,r1,public
54800,3.25,2.5,4,4,FALSE,FALSE,cold,24,Associate Professor,M,white,Social Sciences,other,public
54803,4.4,3.8,15,3.363636364,TRUE,FALSE,cold,30,Professor,M,non-white,Social Sciences,r1,public
54813,3.909090909,3.454545455,11,3.888888889,FALSE,FALSE,cold,29,Associate Professor,M,UNK,Humanities,other,public
54815,2.5,3.384615385,13,2.769230769,FALSE,FALSE,cold,42,Professor,M,white,Social Sciences,r1,public
54818,4.409090909,2.818181818,11,3.4,FALSE,FALSE,cold,21,Associate Professor,F,white,Humanities,r1,public
54819,2.785714286,4.142857143,7,3,FALSE,FALSE,cold,22,Associate Professor,F,white,Medical sciences,r2,public
54822,3.75,3.5,4,2,FALSE,FALSE,cold,29,Professor,F,white,Humanities,r1,public
54827,4.071428571,2.142857143,7,2.857142857,FALSE,FALSE,hot,13,Associate Professor,M,white,Humanities,r1,public
54832,2.25,4.333333333,12,3.545454545,FALSE,FALSE,cold,30,Professor,F,white,Natural Sciences,r1,public
54836,4.5625,2.625,8,4.125,FALSE,FALSE,cold,26,Professor,M,white,Humanities,r3,public
54849,4.291666667,3.166666667,12,3.454545455,FALSE,FALSE,cold,22,Associate Professor,M,white,Medical sciences,r1,public
54855,4.076923077,2.769230769,13,3.181818182,FALSE,FALSE,hot,14,Associate Professor,M,non-white,Humanities,r1,public
54862,2.4,4.6,5,3.2,FALSE,FALSE,cold,17,Associate Professor,M,UNK,Natural Sciences,r1,public
54868,5,2.8,5,4,FALSE,FALSE,cold,25,Professor,F,white,Humanities,r2,public
54903,2.166666667,4.777777778,9,3,FALSE,FALSE,cold,34,Professor,M,white,Natural Sciences,r1,public
54915,3.090909091,2.909090909,11,3.6,FALSE,FALSE,cold,16,Professor,M,UNK,Social Sciences,r1,public
55007,4.625,2,4,4.333333333,TRUE,FALSE,hot,17,Professor,M,white,Humanities,r1,public
55009,4.083333333,2.833333333,6,2.166666667,FALSE,FALSE,cold,28,Professor,M,white,Natural Sciences,r1,public
55026,3.75,2.75,4,3.25,FALSE,FALSE,hot,28,Professor,M,white,Natural Sciences,other,private
55040,3.340909091,3.636363636,22,2.578947368,FALSE,FALSE,cold,13,Professor,F,white,Social Sciences,r2,public
55044,2.1,4.6,5,3.2,FALSE,FALSE,cold,39,Professor,M,UNK,Social Sciences,r1,public
55063,3.95,3.4,10,4.166666667,FALSE,FALSE,cold,29,Professor,M,white,Humanities,r1,public
55098,4.708333333,1.5,12,3.75,FALSE,FALSE,hot,15,Professor,F,UNK,Social Sciences,r1,public
55100,3.333333333,2.583333333,12,3.333333333,FALSE,FALSE,cold,28,Professor,F,UNK,Humanities,other,public
55103,4.388888889,2.777777778,9,3.333333333,FALSE,FALSE,hot,21,Professor,F,UNK,Humanities,r1,public
55105,3.2,2.4,5,4,TRUE,FALSE,cold,31,Professor,M,UNK,Engineering,other,public
55126,4.875,1.25,4,4.75,FALSE,FALSE,cold,29,Professor,M,UNK,Humanities,r1,public
55129,3.25,3.5,4,3.333333333,FALSE,FALSE,cold,29,Professor,M,white,Humanities,r1,public
55130,4.214285714,2.571428571,7,4,FALSE,FALSE,hot,17,Associate Professor,F,UNK,Social Sciences,r1,public
55141,4.083333333,2.333333333,6,3,FALSE,FALSE,cold,28,Professor,M,UNK,Social Sciences,r1,private
55148,2.5,3.25,8,3,TRUE,FALSE,cold,50,Professor,M,non-white,Natural Sciences,r1,public
55161,3.1,1.4,5,4,FALSE,FALSE,hot,25,Associate Professor,M,non-white,Social Sciences,r1,public
55165,1.944444444,4,9,2.888888889,TRUE,FALSE,cold,25,Professor,M,non-white,Natural Sciences,other,public
55168,2.409090909,2.909090909,11,3.857142857,TRUE,FALSE,cold,28,Professor,M,non-white,Natural Sciences,r1,public
55170,2.923076923,4.076923077,13,3.833333333,FALSE,FALSE,cold,27,Professor,M,non-white,Natural Sciences,r3,private
55180,3.590909091,2.363636364,11,2.857142857,TRUE,FALSE,cold,26,Professor,M,non-white,Natural Sciences,r2,public
55183,2.5,4.25,4,3.25,FALSE,FALSE,cold,15,Associate Professor,M,non-white,Natural Sciences,r2,public
55208,4.555555556,3,9,4.125,FALSE,FALSE,cold,20,Professor,F,white,Humanities,r1,public
55209,4.5,2.666666667,6,5,FALSE,FALSE,cold,15,Professor,M,white,Medical sciences,other,public
55215,4.0625,2.75,8,3.8,FALSE,FALSE,cold,30,Professor,M,white,Natural Sciences,r1,private
55229,3.157894737,2.473684211,19,3.272727273,FALSE,TRUE,cold,39,Professor,M,white,Social Sciences,r1,private
55259,4.541666667,3.083333333,12,3.4,TRUE,FALSE,hot,10,Associate Professor,M,UNK,Social Sciences,r2,public
55263,4.277777778,3.111111111,9,3.555555556,FALSE,FALSE,cold,40,Associate Professor,F,UNK,Natural Sciences,r1,private
55284,3.384615385,3.230769231,13,3.454545455,FALSE,FALSE,cold,9,Associate Professor,F,white,Humanities,r2,public
55285,3.815789474,2.052631579,19,3.5,FALSE,FALSE,cold,27,Professor,M,white,Natural Sciences,r1,public
55288,3.055555556,3.444444444,9,3,FALSE,FALSE,cold,14,Associate Professor,F,white,Social Sciences,r1,public
55300,4,4,7,3.166666667,FALSE,FALSE,hot,10,Associate Professor,M,UNK,Humanities,r1,public
55316,2.75,3,6,3.166666667,FALSE,FALSE,cold,30,Associate Professor,M,white,Humanities,r2,private
55322,3,4.166666667,6,4.166666667,FALSE,FALSE,hot,21,Professor,M,non-white,Engineering,r2,public
55325,3.428571429,1.571428571,7,3.714285714,FALSE,FALSE,hot,30,Professor,M,non-white,Social Sciences,r1,public
55347,2.657894737,4.421052632,19,3.076923077,FALSE,FALSE,cold,35,Professor,M,non-white,Natural Sciences,r1,public
55368,2,4.25,4,1.5,FALSE,FALSE,cold,24,Associate Professor,M,non-white,Humanities,r1,public
55386,4.7,3.4,5,4,FALSE,FALSE,cold,16,Assistant Professor,M,non-white,Social Sciences,r1,public
55413,4.7,3,5,3,FALSE,FALSE,cold,28,Professor,M,white,Natural Sciences,other,public
55416,4.9375,2.375,8,4.5,FALSE,FALSE,hot,18,Professor,M,white,Engineering,r3,public
55418,2.733333333,4,15,3.466666667,FALSE,FALSE,cold,24,Professor,M,white,Social Sciences,r2,public
55424,3.333333333,3.666666667,12,3,FALSE,TRUE,cold,14,Associate Professor,M,UNK,Natural Sciences,r1,public
55428,3.25,4,6,4.75,FALSE,FALSE,cold,33,Professor,M,white,Social Sciences,r1,private
55437,4.75,1.75,4,4,FALSE,FALSE,cold,30,Professor,F,non-white,Humanities,r1,public
55446,4.925925926,1.555555556,25,4.148148148,FALSE,FALSE,hot,27,Professor,M,non-white,Medical sciences,r1,public
55456,3.611111111,4,9,4,FALSE,FALSE,hot,15,Associate Professor,F,non-white,Engineering,r2,public
55466,4.058823529,3.235294118,17,3.875,FALSE,TRUE,cold,16,Professor,M,non-white,Natural Sciences,r2,private
55495,4.4,4.2,5,3.2,FALSE,FALSE,cold,22,Associate Professor,F,white,Social Sciences,r1,public
55516,4.6,2.2,5,4,FALSE,FALSE,hot,28,Professor,M,non-white,Humanities,r1,public
55522,4.125,2.85,20,3.833333333,FALSE,TRUE,hot,31,Professor,M,non-white,Humanities,r1,public
55525,5,3,8,5,FALSE,FALSE,cold,20,Professor,M,non-white,Natural Sciences,r2,private
55532,2,3.4,5,3.5,FALSE,FALSE,hot,17,Professor,M,non-white,Social Sciences,r2,public
55542,4.85,2.4,10,4.2,FALSE,FALSE,hot,27,Professor,M,non-white,Natural Sciences,r1,private
55593,3.857142857,2.857142857,7,3,FALSE,FALSE,cold,9,Professor,M,white,Social Sciences,r1,public
55597,3.625,3.25,4,2.5,FALSE,FALSE,cold,27,Associate Professor,M,white,Social Sciences,r2,private
55607,4.5,1.909090909,11,3,FALSE,TRUE,cold,32,Associate Professor,M,white,Social Sciences,r1,public
55650,3.611111111,4.166666667,18,4,FALSE,FALSE,cold,15,Professor,M,white,Humanities,r1,public
55673,4.083333333,3.916666667,12,4.142857143,FALSE,FALSE,cold,30,Assistant Professor,M,white,Engineering,r2,public
55726,5,1.25,4,5,FALSE,FALSE,cold,13,Associate Professor,M,white,Social Sciences,r3,public
55731,3.277777778,4.222222222,9,3.666666667,FALSE,FALSE,cold,41,Professor,M,white,Engineering,r1,public
55748,3.916666667,4.166666667,6,3.666666667,FALSE,FALSE,cold,29,Associate Professor,M,white,Natural Sciences,r1,public
55767,4.566666667,2.6,15,4,FALSE,TRUE,hot,31,Professor,M,white,Humanities,other,public
55805,3.4375,3.5,8,4.25,FALSE,FALSE,cold,33,Professor,F,white,Humanities,r1,public
55820,3.894736842,3.157894737,19,2.857142857,FALSE,FALSE,cold,50,Associate Professor,M,white,Natural Sciences,r3,private
55822,4.9,4.4,5,4,FALSE,FALSE,hot,42,Professor,M,white,Humanities,r1,private
55831,2.461538462,3.538461538,13,3.461538462,FALSE,TRUE,cold,32,Professor,M,white,Natural Sciences,r1,public
55863,4.6,2.8,5,3.666666667,FALSE,FALSE,cold,21,Professor,M,non-white,Humanities,r1,public
55869,1.892857143,4.285714286,14,2.75,FALSE,FALSE,cold,22,Associate Professor,M,non-white,Social Sciences,r1,public
55870,1.852941176,4.058823529,17,2.818181818,FALSE,FALSE,cold,36,Associate Professor,M,non-white,Natural Sciences,r1,public
55872,3.166666667,3.5,6,3.5,FALSE,FALSE,hot,13,Associate Professor,M,non-white,Humanities,r2,public
55878,4.846153846,2.307692308,13,3.75,FALSE,FALSE,cold,29,Associate Professor,M,non-white,Engineering,r1,public
55904,2,4,12,2.5,FALSE,TRUE,cold,26,Professor,M,non-white,Engineering,r2,public
55913,4.083333333,3.333333333,6,4.666666667,FALSE,FALSE,cold,40,Professor,M,non-white,Social Sciences,r1,public
55922,4.307692308,2.692307692,13,3.142857143,FALSE,FALSE,cold,39,Professor,M,non-white,Natural Sciences,r1,public
55937,1.234375,4.625,25,2.451612903,FALSE,FALSE,cold,42,Professor,M,white,Natural Sciences,r1,public
55940,3.03125,3.0625,16,3.142857143,TRUE,FALSE,cold,37,Professor,M,non-white,Natural Sciences,r2,public
55941,2.705882353,3.882352941,17,3,TRUE,FALSE,cold,30,Professor,F,UNK,Natural Sciences,r2,public
55952,2.3125,4.375,8,2.142857143,FALSE,FALSE,cold,28,Associate Professor,M,white,Natural Sciences,r2,public
55959,1.125,4.5,4,3,FALSE,FALSE,cold,11,Associate Professor,F,white,Medical sciences,r1,private
55978,2.083333333,4.666666667,6,3.833333333,FALSE,FALSE,cold,38,Professor,M,non-white,Engineering,other,public
55991,3.9,3.2,5,3.6,FALSE,FALSE,cold,25,Professor,M,white,Natural Sciences,r1,public
56000,1.6,2.6,5,3.333333333,FALSE,FALSE,cold,35,Professor,M,white,Social Sciences,r1,public
56017,2.125,3.625,8,2.285714286,FALSE,FALSE,cold,28,Professor,M,UNK,Engineering,r1,public
56047,2.083333333,4.833333333,6,2.4,FALSE,FALSE,cold,22,Professor,M,UNK,Natural Sciences,r1,private
56069,2.25,4.916666667,12,3.142857143,FALSE,FALSE,cold,31,Professor,M,white,Engineering,r1,public
56075,3.125,1.75,4,3.75,TRUE,FALSE,hot,19,Professor,M,UNK,Natural Sciences,r1,public
56088,4,3.375,16,3.461538462,FALSE,FALSE,cold,29,Professor,F,white,Medical sciences,r1,public
56091,2.625,3.75,4,2.25,FALSE,FALSE,cold,14,Professor,F,UNK,Social Sciences,r1,public
56113,2.6,4.666666667,15,2,FALSE,FALSE,cold,37,Professor,M,white,Natural Sciences,r1,public
56117,4.6875,3.125,8,4.125,FALSE,FALSE,hot,27,Professor,M,white,Engineering,r1,private
56127,3.7,3.9,10,3.222222222,FALSE,FALSE,cold,15,Professor,F,white,Natural Sciences,other,public
56141,2.793103448,2.597701149,25,3.085106383,FALSE,TRUE,cold,39,Associate Professor,M,non-white,Social Sciences,r1,public
56190,3.625,3.5,4,3.25,TRUE,FALSE,cold,32,Professor,M,UNK,Social Sciences,r1,public
56195,4.625,3,4,4,FALSE,FALSE,cold,30,Associate Professor,M,white,Natural Sciences,r2,private
56196,2.222222222,3.444444444,9,2.333333333,FALSE,FALSE,cold,17,Professor,F,UNK,Social Sciences,other,public
56197,4.2,3.6,5,3.75,FALSE,FALSE,cold,41,Professor,M,white,Engineering,r1,public
56198,3.4,2.8,10,2.6,FALSE,FALSE,cold,37,Professor,M,UNK,Natural Sciences,r2,private
56204,2.5,3.5,8,3.833333333,FALSE,FALSE,hot,14,Associate Professor,F,white,Social Sciences,r1,public
56207,4.125,3.25,4,3.25,FALSE,FALSE,cold,63,Professor,M,white,Natural Sciences,r1,private
56231,1.875,4,8,2.285714286,FALSE,FALSE,cold,29,Professor,F,white,Natural Sciences,r1,public
56238,3.533333333,2.733333333,15,3.363636364,FALSE,FALSE,hot,14,Associate Professor,M,white,Social Sciences,r1,public
56250,3.75,3.625,8,3.166666667,FALSE,FALSE,cold,22,Associate Professor,F,white,Social Sciences,r1,public
56252,4.357142857,3.142857143,14,3.5,FALSE,FALSE,cold,31,Professor,M,UNK,Natural Sciences,r1,public
56264,3.3,3.6,5,1,FALSE,FALSE,cold,39,Professor,M,UNK,Social Sciences,r1,private
56274,5,1.666666667,6,5,FALSE,FALSE,cold,15,Associate Professor,F,white,Natural Sciences,r1,public
56292,3.071428571,3.285714286,7,3.5,TRUE,FALSE,cold,26,Professor,M,white,Natural Sciences,r2,private
56304,3.5,2.666666667,6,3.5,FALSE,FALSE,cold,38,Associate Professor,M,white,Engineering,r1,private
56313,3.7,2.6,5,3.5,FALSE,FALSE,cold,31,Professor,M,white,Engineering,r1,public
56332,1.75,4.5,6,3.166666667,FALSE,FALSE,cold,41,Professor,M,non-white,Social Sciences,r1,public
56351,4.9,1.4,5,5,FALSE,FALSE,cold,43,Professor,M,white,Natural Sciences,r1,public
56384,4.5,3.181818182,11,2.25,FALSE,FALSE,cold,33,Professor,M,white,Humanities,r1,public
56387,4.055555556,3.333333333,9,4.25,FALSE,FALSE,cold,19,Professor,M,white,Natural Sciences,r2,private
56420,4.270833333,3.125,25,4.025641026,FALSE,TRUE,hot,33,Professor,M,white,Natural Sciences,r1,public
56437,3.4,4.8,5,4,FALSE,FALSE,cold,20,Professor,F,white,Natural Sciences,r2,private
56446,3.125,3.25,4,3.25,FALSE,FALSE,cold,27,Professor,M,white,Humanities,r2,public
56482,4.5,3.375,8,3.375,FALSE,FALSE,cold,29,Professor,M,non-white,Engineering,r1,public
56496,5,2.6,5,4.75,FALSE,FALSE,cold,25,Professor,M,non-white,Social Sciences,r1,private
56499,3.388888889,2.944444444,18,2.875,FALSE,FALSE,cold,20,Professor,M,white,Social Sciences,r1,public
56504,4.642857143,3.285714286,7,3.666666667,TRUE,FALSE,cold,37,Professor,M,white,Engineering,r1,public
56507,3.083333333,2.833333333,6,3,FALSE,FALSE,cold,21,Associate Professor,M,white,Humanities,r1,public
56515,4.45,3,10,3.2,FALSE,FALSE,cold,14,Professor,M,white,Social Sciences,r1,public
56524,2.625,2.5,4,4,FALSE,FALSE,cold,32,Professor,M,white,Natural Sciences,r2,public
56526,4.115384615,2.769230769,25,3.058823529,FALSE,FALSE,cold,22,Professor,M,white,Social Sciences,r1,public
56530,4.7,1.8,10,4.571428571,TRUE,FALSE,cold,37,Professor,M,UNK,Natural Sciences,r2,public
56562,3.5625,3.75,8,3.833333333,FALSE,FALSE,hot,17,Associate Professor,M,UNK,Medical sciences,r1,public
56570,3.55,2.6,10,3.5,FALSE,FALSE,cold,24,Professor,F,white,Humanities,r2,public
56574,4.833333333,3.333333333,6,5,FALSE,FALSE,cold,16,Professor,M,non-white,Social Sciences,r1,private
56581,4,4,4,3.75,FALSE,FALSE,cold,22,Professor,M,UNK,Engineering,r1,public
56582,4.666666667,2.833333333,6,4,FALSE,FALSE,cold,19,Professor,M,non-white,Social Sciences,r1,public
56600,3.055555556,2.888888889,25,3.53125,FALSE,TRUE,cold,34,Professor,M,white,Medical sciences,r2,private
56628,5,3.555555556,9,4.166666667,FALSE,FALSE,cold,23,Professor,F,non-white,Engineering,other,private
56635,3.7,3.4,5,2,FALSE,FALSE,cold,14,Professor,M,UNK,Natural Sciences,r1,public
56650,4.4,2.8,5,4,FALSE,FALSE,cold,39,Professor,M,white,Humanities,r2,private
56654,3,3.75,8,3.666666667,FALSE,FALSE,cold,20,Professor,M,white,Natural Sciences,r1,public
56660,2.357142857,4.285714286,7,4.25,FALSE,FALSE,cold,35,Professor,M,white,Humanities,r1,public
56665,2.5,4.090909091,11,3,TRUE,FALSE,cold,18,Professor,M,UNK,Medical sciences,r1,public
56675,4.681818182,3.181818182,11,4.285714286,FALSE,FALSE,hot,16,Associate Professor,M,non-white,Humanities,other,public
56680,2.333333333,3,12,3.2,FALSE,FALSE,cold,25,Professor,M,white,Natural Sciences,r1,public
56682,1.785714286,3.714285714,14,2.4,FALSE,FALSE,cold,49,Professor,M,UNK,Natural Sciences,r1,private
56698,4.833333333,3,6,3.5,FALSE,FALSE,hot,15,Associate Professor,F,white,Humanities,r2,public
56732,4.854166667,1.291666667,24,3.590909091,FALSE,FALSE,cold,39,Professor,M,white,Natural Sciences,r1,public
56743,3.714285714,3.857142857,7,3.857142857,FALSE,TRUE,cold,33,Professor,M,white,Natural Sciences,r1,public
56747,2.733333333,4.266666667,15,3.272727273,FALSE,FALSE,cold,49,Professor,M,UNK,Humanities,r1,public
56761,4.55,3.4,10,3.5,FALSE,FALSE,cold,20,Associate Professor,F,white,Humanities,r1,public
56785,2.25,4.666666667,6,3,FALSE,FALSE,cold,32,Professor,M,non-white,Natural Sciences,r1,public
56803,2.305555556,4.055555556,18,3.538461538,FALSE,FALSE,cold,21,Associate Professor,F,white,Social Sciences,r1,public
56809,1.692307692,4.230769231,13,2.5,FALSE,FALSE,cold,15,Associate Professor,F,UNK,Social Sciences,r3,public
56856,3.735294118,3.823529412,17,3.222222222,FALSE,FALSE,cold,18,Associate Professor,M,white,Natural Sciences,r1,public
56859,3.5,4.142857143,7,3.714285714,FALSE,FALSE,cold,19,Professor,M,white,Natural Sciences,r2,public
56871,3.75,2.875,8,4,FALSE,FALSE,cold,25,Professor,F,white,Natural Sciences,r2,public
56874,4,2.6,5,3.75,FALSE,FALSE,cold,30,Associate Professor,M,white,Natural Sciences,r2,public
56888,3.2,3.9,10,3.555555556,FALSE,FALSE,cold,44,Professor,M,white,Natural Sciences,r1,public
56900,3.9,3.2,5,4,FALSE,FALSE,cold,37,Professor,M,white,Natural Sciences,r1,public
56918,4.857142857,4,7,4.428571429,FALSE,FALSE,hot,40,Professor,M,white,Natural Sciences,r2,public
56931,3,3.4,5,3,FALSE,FALSE,cold,15,Professor,F,white,Social Sciences,other,public
56955,3.333333333,3.333333333,6,3.75,FALSE,FALSE,cold,18,Associate Professor,F,non-white,Social Sciences,r1,public
56962,2.15,4.75,20,2.545454545,FALSE,FALSE,cold,30,Associate Professor,M,white,Natural Sciences,r1,public
56971,4.277777778,1,9,3.666666667,FALSE,FALSE,cold,39,Professor,M,white,Social Sciences,r1,private
57000,3.722222222,2.666666667,9,3.888888889,FALSE,FALSE,cold,18,Associate Professor,M,white,Engineering,r1,public
57001,1.375,4.625,8,2.375,FALSE,FALSE,cold,45,Professor,M,UNK,Engineering,r1,public
57022,4.416666667,2.5,6,2,FALSE,FALSE,hot,20,Professor,F,UNK,Humanities,r1,public
57032,3.083333333,4.166666667,12,3.909090909,FALSE,FALSE,cold,22,Professor,M,white,Natural Sciences,r2,public
57036,2.333333333,4.25,12,3.777777778,FALSE,FALSE,cold,26,Professor,M,white,Natural Sciences,other,public
57049,4.421052632,3.736842105,19,3.428571429,FALSE,FALSE,cold,37,Professor,M,UNK,Natural Sciences,r1,private
57060,3.3,4.8,5,2.4,FALSE,FALSE,cold,18,Associate Professor,M,non-white,Natural Sciences,r1,private
57062,2.538461538,4.076923077,25,2.523809524,FALSE,TRUE,cold,42,Professor,M,non-white,Social Sciences,r1,public
57069,2.375,3.178571429,25,2.454545455,FALSE,TRUE,cold,35,Professor,M,non-white,Social Sciences,r2,public
57076,3.142857143,2.857142857,7,2.8,FALSE,FALSE,cold,23,Professor,F,non-white,Humanities,other,public
57096,4.375,4,4,2.333333333,FALSE,FALSE,hot,16,Associate Professor,F,white,Social Sciences,r1,private
57098,3,3.857142857,7,3.5,FALSE,FALSE,cold,18,Associate Professor,M,UNK,Natural Sciences,r2,public
57149,3.9375,3.5,8,2.714285714,TRUE,FALSE,cold,22,Professor,M,white,Natural Sciences,r2,public
57196,3.25,2.75,4,3.75,FALSE,FALSE,cold,16,Professor,F,white,Natural Sciences,r1,private
57197,2.958333333,3.5,12,4.142857143,FALSE,FALSE,cold,25,Professor,M,white,Natural Sciences,r1,public
57206,3.875,2.75,4,3,FALSE,FALSE,hot,34,Professor,M,white,Social Sciences,r1,private
57229,2.1,3.4,5,1,FALSE,FALSE,cold,17,Professor,M,UNK,Natural Sciences,r1,public
57230,3.272727273,3.727272727,11,2.6,FALSE,FALSE,cold,11,Associate Professor,M,UNK,Social Sciences,r1,public
57248,4.1,3,5,3.4,FALSE,FALSE,cold,50,Professor,M,UNK,Social Sciences,r1,private
57254,4.2,2.8,5,3,FALSE,FALSE,cold,13,Associate Professor,M,non-white,Natural Sciences,r2,public
57280,2.5,4,6,3.6,FALSE,FALSE,cold,39,Professor,F,white,Social Sciences,r1,private
57312,4.25,2.75,20,3.071428571,FALSE,TRUE,cold,21,Associate Professor,F,white,Humanities,r1,public
57340,1.75,2.5,6,3,FALSE,FALSE,cold,30,Associate Professor,M,white,Natural Sciences,r2,public
57346,2.25,4,6,3.2,FALSE,TRUE,cold,35,Professor,F,white,Social Sciences,r1,public
57400,1.75,4.166666667,12,4.285714286,TRUE,FALSE,cold,27,Professor,F,non-white,Humanities,r1,public
57419,1.923076923,4.076923077,13,2.142857143,FALSE,FALSE,cold,32,Associate Professor,M,white,Humanities,r2,private
57448,2.125,2.75,4,1.666666667,FALSE,FALSE,cold,42,Associate Professor,M,UNK,Natural Sciences,r2,public
57454,2.1,4,15,3.636363636,TRUE,FALSE,cold,20,Professor,M,UNK,Engineering,r1,public
57461,1.8,3.6,5,3,FALSE,FALSE,cold,21,Professor,F,white,Natural Sciences,r1,public
57467,2.65,3.8,10,2.5,TRUE,TRUE,cold,20,Associate Professor,F,UNK,Social Sciences,r1,public
57479,4.5,2.857142857,7,4,FALSE,FALSE,cold,19,Professor,M,UNK,Humanities,r1,public
57483,4.304347826,2.782608696,23,3.833333333,FALSE,FALSE,cold,46,Professor,M,UNK,Natural Sciences,r1,public
57491,1.5,4.7,10,3.666666667,FALSE,FALSE,cold,17,Professor,M,white,Natural Sciences,r1,public
57512,2.921875,2.78125,25,3.46875,TRUE,FALSE,cold,15,Professor,M,non-white,Social Sciences,other,public
57555,2.214285714,4.428571429,7,2.6,FALSE,FALSE,cold,19,Associate Professor,F,white,Engineering,r1,public
57557,4,2.25,8,2.5,TRUE,FALSE,hot,21,Professor,M,white,Social Sciences,r2,public
57558,2.125,2.25,4,3.5,TRUE,FALSE,cold,49,Professor,M,UNK,Engineering,r1,private
57568,3.25,4,4,3.5,FALSE,FALSE,cold,23,Professor,M,non-white,Medical sciences,r3,public
57590,2,3.5,4,1.5,FALSE,FALSE,cold,15,Associate Professor,F,UNK,Engineering,r1,public
57600,3.074074074,2.740740741,25,3.266666667,FALSE,FALSE,cold,27,Professor,M,UNK,Engineering,r1,private
57604,2.875,3.125,8,3.125,FALSE,FALSE,cold,48,Professor,M,white,Humanities,r1,public
57610,3.55,3.4,10,2.333333333,FALSE,FALSE,cold,13,Professor,M,white,Social Sciences,r1,public
57616,4.87628866,1.360824742,25,4.602739726,FALSE,FALSE,cold,25,Professor,M,non-white,Engineering,r1,public
57654,4.8,2.4,5,4,FALSE,FALSE,cold,9,Professor,F,non-white,Humanities,r1,public
57655,3.9375,3,8,4.6,FALSE,FALSE,cold,18,Associate Professor,M,UNK,Engineering,r1,public
57716,2.4375,2.75,8,3.333333333,FALSE,FALSE,cold,32,Associate Professor,M,UNK,Social Sciences,r2,public
57722,2.75,2.5,8,4,FALSE,FALSE,cold,14,Professor,M,UNK,Medical sciences,r1,public
57729,3.845454545,3.090909091,25,3.113636364,FALSE,FALSE,cold,29,Professor,M,white,Natural Sciences,r1,public
57736,4.444444444,2.333333333,9,4.111111111,FALSE,TRUE,cold,55,Professor,M,UNK,Humanities,r1,private
57766,3.166666667,3,6,3.666666667,FALSE,FALSE,cold,27,Professor,M,white,Natural Sciences,r1,public
57773,4.35,3.5,10,4,FALSE,TRUE,cold,29,Professor,M,white,Medical sciences,r1,public
57774,2.3,2,5,2,FALSE,FALSE,cold,21,Professor,M,UNK,Natural Sciences,r1,private
57779,2.458333333,4.194444444,25,2.925925926,FALSE,TRUE,cold,51,Professor,M,white,Social Sciences,r1,public
57789,3.214285714,2,7,2.857142857,FALSE,FALSE,cold,16,Associate Professor,M,white,Humanities,r1,public
57796,3.730769231,2.153846154,13,3.888888889,FALSE,TRUE,cold,19,Associate Professor,M,white,Humanities,r1,public
57803,3.583333333,2.666666667,6,3.5,FALSE,FALSE,hot,45,Professor,F,white,Social Sciences,r1,public
57809,2.875,4,4,4,FALSE,FALSE,cold,28,Associate Professor,F,white,Natural Sciences,r1,public
57816,5,2.5,4,4.75,FALSE,FALSE,cold,29,Professor,M,white,Humanities,r1,public
57839,2.625,3,4,3,FALSE,FALSE,cold,26,Professor,F,white,Humanities,r1,private
57842,1.1,4.6,5,2,TRUE,FALSE,cold,44,Professor,M,UNK,Natural Sciences,r1,public
57846,4.388888889,1.444444444,9,3.222222222,FALSE,FALSE,hot,22,Professor,M,white,Humanities,r1,private
57847,4.045454545,3.363636364,11,3.5,FALSE,TRUE,hot,14,Associate Professor,M,white,Social Sciences,r1,public
57854,2.9,4.4,10,3.888888889,TRUE,FALSE,cold,30,Professor,M,UNK,Natural Sciences,r2,public
57861,4.583333333,3,6,3,FALSE,FALSE,cold,30,Professor,M,non-white,Engineering,other,public
57870,4.351851852,2.777777778,25,3.666666667,FALSE,FALSE,hot,17,Professor,F,white,Social Sciences,r1,public
57896,5,1.777777778,9,4.857142857,FALSE,FALSE,cold,9,Associate Professor,F,UNK,Medical sciences,r1,public
57906,3.4375,3.75,8,5,FALSE,FALSE,cold,20,Associate Professor,M,UNK,Natural Sciences,r1,public
